अफ़्रीका	Afrika
बोस-आइंस्टाइन संघनन	Bose-Einstein-kondensasjon
विद्युत्-क्षेत्र	Elektrisk felt
१९९ ईसा पूर्व	199 f.Kr.
ओलम्पिया में जियस की मूर्ति	Zevsstatuen i Olympia
भूभौतिकी	Geofysikk
१९६ ईसा पूर्व	196 f.Kr.
गतिज ऊर्जा	Kinetisk energi
चार्ल्स डि गॉल विमानक्षेत्र	Charles de Gaulle internasjonale lufthavn
१९८ ईसा पूर्व	198 f.Kr.
१९२ ईसा पूर्व	192 f.Kr.
रोज़ेसी	Rosefamilien
धनुष बाण	Bue (våpen)
१९३ ईसा पूर्व	193 f.Kr.
१९४ ईसा पूर्व	194 f.Kr.
२०५ ईसा पूर्व	205 f.Kr.
लम्बा कूच	Den lange marsjen
टाइपराइटर	Skrivemaskin
घोषणापत्र	Manifest
१५५ ईसा पूर्व	155 f.Kr.
क्वांटम	Kvant
१७६ ईसा पूर्व	176 f.Kr.
१८१ ईसा पूर्व	181 f.Kr.
कछुआ	Landskilpadder
वियना कांग्रेस	Wienerkongressen
एद्गर देगास	Edgar Degas
सूशी	Sushi
माइक्रोफोन	Mikrofon
ब्रिटिश विदेशी प्रदेश	Britisk oversjøisk territorium
ब्यर्नख़्वेर्ने ब्यर्नसॉन	Bjørnstjerne Bjørnson
अफीम	Opium
ओसिरिस	Osiris
पुलित्ज़र पुरस्कार	Pulitzerprisen
१६७ ईसा पूर्व	167 f.Kr.
१६६ ईसा पूर्व	166 f.Kr.
१७४ ईसा पूर्व	174 f.Kr.
१६५ ईसा पूर्व	165 f.Kr.
नीदरलैंड का ध्वज	Nederlands flagg
२०८ ईसा पूर्व	208 f.Kr.
इवान अलेक्सेविच बुनिन	Ivan Bunin
चार्ल्स बैबेज	Charles Babbage
१६० ईसा पूर्व	160 f.Kr.
१६१ ईसा पूर्व	161 f.Kr.
१६४ ईसा पूर्व	164 f.Kr.
१८२ ईसा पूर्व	182 f.Kr.
१७३ ईसा पूर्व	173 f.Kr.
१७२ ईसा पूर्व	172 f.Kr.
१७८ ईसा पूर्व	178 f.Kr.
१७५ ईसा पूर्व	175 f.Kr.
समुंदर के लुटेरे: द कर्स ऑफ़ द ब्लैक पर्ल	Pirates of the Caribbean: The Curse of the Black Pearl
पिशाच	Vampyr
फ़ीजी हिन्दी	Fijiansk hindi
अमीबा	Amøbe
ओक्टावियो पाज़	Octavio Paz
हैरी पॉटर और आग का प्याला	Harry Potter og ildbegeret
हैरी पॉटर और मौत के तोहफ़े	Harry Potter og dødstalismanene
बिलेसिक प्रांत	Bilecik (provins)
सबवर्ज़न	Subversion
वंगारी मथाई	Wangari Maathai
अहमद शाह अब्दाली	Ahmed Shah Durrani
श्रीमद्भगवद्गीता	Bhagavadgita
द टाइम्स ऑफ़ इण्डिया	The Times of India
इज़राइल संग्रहालय	Israel Museum
गोथिक कला	Gotisk kunst
रॉबर्ट हूक	Robert Hooke
पर्वतमाला	Fjellkjede
तुलन पत्र	Balanse (økonomi)
ऑस्ट्रिया का ध्वज	Østerrikes flagg
लेना नदी	Lena (elv i Russland)
अंगूठी	Fingerring
वैज्ञानिक विधि	Vitenskapelig metode
तिब्बती लिपि	Tibetansk skrift
हूबेई	Hubei
हैरी पॉटर और हाफ़-ब्लड प्रिंस	Harry Potter og Halvblodsprinsen
ज़ेबू	Zebu
वैश्विक मोबाइल संचार प्रणाली	GSM
१५४ ईसा पूर्व	154 f.Kr.
शन्शी	Shanxi
पाली जिला	Pali (distrikt)
अल्कला डी हेनरेस	Alcalá de Henares
गैब्रो	Gabbro
संगठित अपराध	Organisert kriminalitet
विमान सेवा	Flyselskap
१३२ ईसा पूर्व	132 f.Kr.
१७० ईसा पूर्व	170 f.Kr.
दूरचिकित्सा	Telemedisin
१५७ ईसा पूर्व	157 f.Kr.
१११ ईसा पूर्व	111 f.Kr.
११४ ईसा पूर्व	114 f.Kr.
२२० ईसा पूर्व	220 f.Kr.
१६३ ईसा पूर्व	163 f.Kr.
१६२ ईसा पूर्व	162 f.Kr.
२८० ईसा पूर्व	280 f.Kr.
१३४ ईसा पूर्व	134 f.Kr.
जैव विविधता	Biologisk mangfold
रुबिक घन	Rubiks kube
सेंट-डेनिस, रीयूनियन	Saint-Denis (Réunion)
नीदरलैंड राष्ट्रीय फुटबॉल टीम	Nederlands herrelandslag i fotball
ज्वारनदमुखी डेल्टा	Estuar
ऐश्वर्या राय बच्चन	Aishwarya Rai
कायांतरित शैल	Metamorf bergart
ओम (प्रतिरोध की इकाई)	Ohm
भ्रंश (भूविज्ञान)	Forkastning
बलात्कार	Voldtekt
गुइझोऊ	Guizhou
बाल्टी	Bøtte
बालिकेसिर प्रांत	Balıkesir (provins)
एनरिक इग्लेसियस	Enrique Iglesias
क्रिस्मस ट्री	Juletre
ऐन्नियुस क्विंतुस	Ennius
कु क्लुल्स क्लान	Ku Klux Klan
अटाकामा मरुस्थल	Atacamaørkenen
यजुर्वेद	Yajurveda
यूज़र इंटरफ़ेस	Brukergrensesnitt
ट्राइऐसिक युग	Trias
रोमां रोलां	Romain Rolland
वित्रुवियस	Vitruvius
पंजाब के जिले	Distrikter i Punjab (India)
२१८ ईसा पूर्व	218 f.Kr.
११८ ईसा पूर्व	118 f.Kr.
१३८ ईसा पूर्व	138 f.Kr.
१३५ ईसा पूर्व	135 f.Kr.
१२८ ईसा पूर्व	128 f.Kr.
२७० ईसा पूर्व	270 f.Kr.
हैरी पॉटर और रहस्यमयी तहख़ाना	Harry Potter og Mysteriekammeret
वॉरेन बफे	Warren Buffett
टैक्सी ड्राइवर (अमेरिकन फिल्म)	Taxi Driver
कामसूत्र	Kamasutra
एल्फ्रीडे येलिनेक	Elfriede Jelinek
चीनी व्यंजन	Det kinesiske kjøkken
हरितलवक	Kloroplast
पालो आल्टो, कैलिफ़ोर्निया	Palo Alto
कॅप्लर-१०बी	Kepler-10b
अर्धायु काल	Halveringstid
केप्लर अंतरिक्ष यान	Keplerteleskopet
केन्द्रीय तंत्रिका तंत्र	Sentralnervesystemet
इब्राहीमी धर्म	Abrahamittisk religion
ओश	Osj
जे जे थॉमसन	Joseph John Thomson
कॅप्लर-२२बी	Kepler-22b
झींगुर	Ekte sirisser
२१६ ईसा पूर्व	216 f.Kr.
३०० ईसा पूर्व	300 f.Kr.
क्योटो प्रोटोकॉल	Kyoto-avtalen
संयुक्त राष्ट्र महासभा	FNs generalforsamling
बैंक के नोट	Pengeseddel
१५८ ईसा पूर्व	158 f.Kr.
१२७ ईसा पूर्व	127 f.Kr.
११७ ईसा पूर्व	117 f.Kr.
१५३ ईसा पूर्व	153 f.Kr.
१०८ ईसा पूर्व	108 f.Kr.
१२४ ईसा पूर्व	124 f.Kr.
अल हम्रा	Alhambra
स्वामी विवेकानन्द	Vivekananda
पॉल डिरॅक	Paul Dirac
आन्द्रे जिदे	André Gide
अंतरराष्ट्रीय अपराध न्यायालय	Den internasjonale straffedomstolen
ग़ज़ा	Gaza (by)
अंतर्राष्ट्रीय मज़दूर दिवस	Arbeidernes internasjonale kampdag
मातृ दिवस	Morsdag
अनुभाषक	Kompilator
एसिटिक अम्ल	Eddiksyre
रडार	Radar
अनूबिस	Anubis
२२१ ईसा पूर्व	221 f.Kr.
विक्टर वल्डेस	Víctor Valdés
राजनीतिक अर्थशास्त्र	Politisk økonomi
ईवो आण्ड्रिच	Ivo Andrić
मत्तेयो रेनजी	Matteo Renzi
संयुक्त राज्य अमेरिका के राष्ट्रपति चुनाव	Presidentvalg (USA)
कॅप्लर-२२ तारा	Kepler-22
मापन के मात्रक	Måleenhet
आर्सेन वेंजर	Arsène Wenger
हेमचन्द्र श्रेणी	Fibonaccitall
बेलेम	Belém
शिकागो ट्रिब्यून	Chicago Tribune
हैरी पॉटर और अज़्काबान का क़ैदी	Harry Potter og fangen fra Azkaban
ऍसक्यूऍल	Structured Query Language
उद्दीप्त दीपक	Glødelampe
नदीन गोर्डिमर	Nadine Gordimer
२३० ईसा पूर्व	230 f.Kr.
२९५ ईसा पूर्व	295 f.Kr.
अंडमान सागर	Andamanhavet
२७६ ईसा पूर्व	276 f.Kr.
२०४ ईसा पूर्व	204 f.Kr.
२८८ ईसा पूर्व	288 f.Kr.
कैथरीन ज़ीटा-जोन्स	Catherine Zeta-Jones
ब्लैक सब्बाथ	Black Sabbath
अमेरिगो वेस्पूची	Amerigo Vespucci
कसदी	Babylonia
रूडोल्फ क्रिस्टोफ यूकेन	Rudolf Christoph Eucken
कालाहारी मरुस्थल	Kalahariørkenen
द गॉडफ़ादर	Gudfaren
पेप्सी	Pepsi
प्रमबनन	Prambanan
खलील जिब्रान	Khalil Gibran
इम्रे कोर्टेश	Imre Kertész
इंग्लैंड राष्ट्रीय फुटबॉल टीम	Englands herrelandslag i fotball
ब्लू-रे डिस्क	Blu-ray Disc
फ़्राँस राष्ट्रीय फुटबॉल टीम	Frankrikes herrelandslag i fotball
धनुस्तम्भ	Stivkrampe
कोज़ाक	Kosakker
भूदृश्य वास्तुकला	Landskapsarkitektur
प्रतिभा देवीसिंह पाटिल	Pratibha Patil
इस्लाम से पहले का अरब	Før-islamske Arabia
ग्रीन डे	Green Day
रॉबी विलियम्स	Robbie Williams
ताश	Spillkort
फिनलैंड का ध्वज	Finlands flagg
पेरिस हिल्टन	Paris Hilton
भारतीय गैण्डा	Panserneshorn
फेफड़ों का कैंसर	Lungekreft
लखनऊ	Lucknow
सर्कस	Sirkus
बुलढाणा जिला	Buldana (distrikt)
लेब्राडोर धारा	Labradorstrømmen
उत्तर पश्चिमी इंग्लैंड	Nordvest-England
शान्शी	Shaanxi
नॉर्थ ईस्ट इंग्लैंड	Nordøst-England
ईस्ट मिडलैंड्स	Øst-Midlands
ईस्ट ऑफ़ इंग्लैंड	Øst-England
साँचा:कॉमन्स श्रेणी	Mal:Commonscat
वैस्ट मिडलैंड्स	Vest-Midlands
इंग्लैंड के क्षेत्र	Englands regioner
बलाघूर्ण	Dreiemoment
तानिकाशोथ	Hjernehinnebetennelse
जर्मनी का ध्वज	Tysklands flagg
गाइगर-मूलर काउन्टर	Geigerteller
२९७ ईसा पूर्व	297 f.Kr.
३३० ईसा पूर्व	330 f.Kr.
जर्मन विकिपीडिया	Wikipedia på tysk
नागराज (सांप)	Kongekobra
एरिक क्लैप्टन	Eric Clapton
बसरा	Basra
स्टेम कोशिका	Stamcelle
