आफ्रिकाखण्डः	Afrika
ऊधमसिंहनगरमण्डलम्	Udham Singh Nagar (distrikt)
नुवापाद मण्डलम्	Nuapada (distrikt)
औरैयामण्डलम्	Auraiya (distrikt)
सीतापुरमण्डलम्	Sitapur (distrikt)
बहरैचमण्डलम्	Bahraich (distrikt)
शाहजहानपुरमण्डलम्	Shahjahanpur (distrikt)
भण्डारामण्डलम्	Bhandara (distrikt)
फैजाबादमण्डलम्	Faizabad (distrikt)
महोबा	Mahoba
महामायानगरमण्डलम्	Mahamaya Nagar (distrikt)
रायसेनमण्डलम्	Raisen (distrikt)
राजकोटमण्डलम्	Rajkot (distrikt)
विदिशामण्डलम्	Vidisha (distrikt)
बदांयूमण्डलम्	Budaun (distrikt)
पाटणमण्डलम्	Patan (distrikt)
बैतूलमण्डलम्	Betul (distrikt)
इटावामण्डलम्	Etawah (distrikt)
बागेश्वरमण्डलम्	Bageshwar (distrikt)
महोबामण्डलम्	Mahoba (distrikt)
रामपुरमण्डलम्	Rampur (distrikt)
सिद्धार्थनगरमण्डलम्	Siddharthnagar (distrikt)
देहरादूनमण्डलम्	Dehradun (distrikt)
मैनपुरीमण्डलम्	Mainpuri (distrikt)
पुरी मण्डलम्	Puri (distrikt)
साइहामण्डलम्	Saiha (distrikt)
राजगढमण्डलम्	Rajgarh (distrikt)
कुशीनगरमण्डलम्	Kushinagar (distrikt)
पश्चिममेदिनीपुर-मण्डलम्	Paschim Medinipur (distrikt)
दावणगेरेमण्डलम्	Davanagere (distrikt)
सालार् जङ्ग वस्तुसङ्ग्रहालयः	Salar Jung Museum
मन्दसौरमण्डलम्	Mandsaur (distrikt)
काळहंदि मण्डलम्	Kalahandi (distrikt)
रि-भोई	Ri Bhoi (distrikt)
अम्रोहामण्डलम्	Jyotiba Phule Nagar (distrikt)
मण्डीमण्डलम्	Mandi (distrikt)
फर्रुकाबादमण्डलम्	Farrukhabad (distrikt)
मयूर्भंझ् मण्डलम्	Mayurbhanj (distrikt)
पूर्व-इम्फालमण्डलम्	Imphal East (distrikt)
गोन्दियामण्डलम्	Gondiya (distrikt)
जैनतियाहिल्स्	Jaintia Hills (distrikt)
उत्तरत्रिपुरामण्डलम्	North Tripura (distrikt)
शिमलामण्डलम्	Shimla (distrikt)
गोण्डामण्डलम्	Gonda (distrikt)
बिजनौरमण्डलम्	Bijnor (distrikt)
उन्नावमण्डलम्	Unnao (distrikt)
झान्सीमण्डलम्	Jhansi (distrikt)
पूर्व खासिहिल्स्	East Khasi Hills (distrikt)
पिथौरागढमण्डलम्	Pithoragarh (distrikt)
सन्तकबीरनगरमण्डलम्	Sant Kabir Nagar (distrikt)
श्रावस्तीमण्डलम्	Shravasti (distrikt)
वलसाडमण्डलम्	Valsad (distrikt)
फतेहपुरमण्डलम्	Fatehpur (distrikt)
कौशाम्बीमण्डलम्	Kaushambi (distrikt)
फिरोझाबादमण्डलम्	Firozabad (distrikt)
गजपति मण्डलम्	Gajapati (distrikt)
कोरापुट् मण्डलम्	Koraput (distrikt)
ऐजोलमण्डलम्	Aizawl (distrikt)
ललितपुरमण्डलम्	Lalitpur (distrikt)
कोलासिबमण्डलम्	Kolasib (distrikt)
लुङ्गलैमण्डलम्	Lunglei (distrikt)
पश्चिमत्रिपुरामण्डलम्	West Tripura (distrikt)
बलरामपुरमण्डलम्	Balrampur (distrikt)
ढॆण्कनाल् मण्डलम्	Dhenkanal (distrikt)
लातूरमण्डलम्	Latur (distrikt)
२०१३	Dødsfall i 2013
चम्पायमण्डलम्	Champhai (distrikt)
स्तोत्रकाव्यम्	Stotra
वर्गः:हिन्दुधर्मः	Kategori:Hinduisme
छिन्दवाडामण्डलम्	Chhindwara (distrikt)
तिलभेदः	Valmuefrø
भासः	Bhāsa
उत्तराखण्डस्य मण्डलानि	Distrikter i Uttarakhand
रायगडमण्डलम्(महाराष्ट्रम्)	Raigarh (distrikt i Maharashtra)
महेसाणामण्डलम्	Mehsana (distrikt)
हमीरपुरमण्डलम्, उत्तरप्रदेशः	Hamirpur (distrikt, Uttar Pradesh)
उत्तरदिनाजपुर-मण्डलम्	Uttar Dinajpur (distrikt)
खटक् मण्डलम्	Cuttack (distrikt)
बालेश्वर् मण्डलम्	Balasore (distrikt)
देवासमण्डलम्	Dewas (distrikt)
मार्कण्डेयपुराणम्	Markandeya-Purana
निरुक्तम्	Nirukta
मालदामण्डलम्	Malda (distrikt)
दक्षिणदेहलीमण्डलम्	South Delhi (distrikt)
पश्चिम खासिहिल्स्	West Khasi Hills (distrikt)
ग्वालियरमण्डलम्	Gwalior (distrikt)
झाबुआमण्डलम्	Jhabua (distrikt)
मुम्बई-उपनगर-मण्डलम्	Mumbai Suburban (distrikt)
सागरमण्डलम्	Sagar (distrikt)
केन्दुझर् मण्डलम्	Kendujhar (distrikt)
खण्डवामण्डलम्	Khandwa (distrikt)
पूर्वगारोहिल्स्-मण्डलम्	East Garo Hills (distrikt)
शहडोलमण्डलम्	Shahdol (distrikt)
पौडीगढवालमण्डलम्	Pauri Garhwal (distrikt)
कान्धमाल् मण्डलम्	Kandhamal (distrikt)
हमीररपुरमण्डलम्, हिमाचलप्रदेशः	Hamirpur (distrikt i Himachal Pradesh)
सेरसिपमण्डलम्	Serchhip (distrikt)
लौङ्गत्लायमण्डलम्	Lawngtlai (distrikt)
धलाइमण्डलम्	Dhalai (distrikt)
हिङ्गोलीमण्डलम्	Hingoli (distrikt)
जाजपुर मण्डलम्	Jajpur (distrikt)
बीरभूममण्डलम्	Birbhum (distrikt)
बांकुडामण्डलम्	Bankura (distrikt)
कलकातामण्डलम्	Kolkata (distrikt)
जालौनमण्डलम्	Jalaun (distrikt)
चित्रकूटमण्डलम्	Chitrakoot (distrikt)
कानपुरनगरमण्डलम्	Kanpur Nagar (distrikt)
सरदारसरोवरजलबन्धः	Sardar Sarovar-demningen
बुरहानपुरमण्डलम्	Burhanpur (distrikt)
यानम् मण्डलम्	Yanam (distrikt)
बडवानीमण्डलम्	Barwani (distrikt)
बान्दामण्डलम्	Banda (distrikt)
मङ्गलयानम्	Mars Orbiter Mission
हरदामण्डलम्	Harda (distrikt)
धनूराशिः	Skytten (stjernetegn)
दतियामण्डलम्	Datia (distrikt)
सिवनीमण्डलम्	Seoni (distrikt)
उत्तरप्रदेशस्य मण्डलानि	Distrikter i Uttar Pradesh
अशोकनगरमण्डलम्	Ashoknagar (distrikt)
देवघर् मण्डलम्	Debagarh (distrikt)
हरिद्वारमण्डलम्	Haridwar (distrikt)
खरगौनमण्डलम्	Khargone (distrikt)
बुद्धचरितम्	Buddhacarita
किन्नौरमण्डलम्	Kinnaur (distrikt)
पाकुरमण्डलम्	Pakur (distrikt)
सुन्दरगर् मण्डलम्	Sundargarh (distrikt)
सीहोरमण्डलम्	Sehore (distrikt)
शिवपुरीमण्डलम्	Shivpuri (distrikt)
धारमण्डलम्	Dhar (distrikt)
अनूपपुरमण्डलम्	Anuppur (distrikt)
रतलाममण्डलम्	Ratlam (distrikt)
केन्द्रपारमण्डलम्	Kendrapara (distrikt)
उनामण्डलम्	Una (distrikt)
गिरिडीहमण्डलम्	Giridih (distrikt)
गढवामण्डलम्	Garhwa (distrikt)
दक्षिण २४ परगणामण्डलम्	South 24 Parganas (distrikt)
पश्चिम-गारो-हिल्स्-मण्डलम्	West Garo Hills (distrikt)
दक्षिण-गारो-हिल्स्-मण्डलम्	South Garo Hills (distrikt)
बारामण्डलम्	Baran (distrikt)
मुरैनामण्डलम्	Morena (distrikt)
नरसिंहपुरमण्डलम्	Narsinghpur (distrikt)
पन्नामण्डलम्	Panna (distrikt)
मण्डलामण्डलम्	Mandla (distrikt)
भिण्डमण्डलम्	Bhind (distrikt)
नीमचमण्डलम्	Neemuch (distrikt)
अद्वैतवेदान्तः	Advaita vedanta
क्षिप्रानदी	Shipra
गदगमण्डलम्	Gadag (distrikt)
बौद मण्डलम्	Boudh (distrikt)
मुजफ्फरनगरम्	Muzaffarnagar (distrikt)
नयागर् मण्डलम्	Nayagarh (distrikt)
दक्षिणदिबाङ्गव्यालीमण्डलम्	Lower Dibang Valley (distrikt)
दक्षिणपश्चिमदेहलीमण्डलम्	South West Delhi (distrikt)
कर्णाटकस्य मण्डलानि	Distrikter i Karnataka
नबरंगपुर मण्डलम्	Nabarangpur (distrikt)
डिण्डोरीमण्डलम्	Dindori (distrikt)
नेपाल: भूगोल	Nepals geografi
सच्चिदानन्दवात्स्यायनः	Sachchidananda Hirananda Vatsyayan
तृश्शूरमण्डलम्	Thrissur (distrikt)
तमिळ्नाडुराज्यस्य मण्डलानि	Distrikter i Tamil Nadu
कुरुङ्गकुमेमण्डलम्	Kurung Kumey (distrikt)
टीकमगढमण्डलम्	Tikamgarh (distrikt)
छतरपुरमण्डलम्	Chhatarpur (distrikt)
सीधीमण्डलम्	Sidhi (distrikt)
शाजापुरमण्डलम्	Shajapur (distrikt)
गुजरातराज्यस्य मण्डलानि	Distrikter i Gujarat
राजस्थानस्य मण्डलानि	Distrikter i Rajasthan
श्वेताश्वतरोपनिषत्	Shvetasvatara upanishad
वैशाखी पर्व	Baisaki
असमराज्यस्य मण्डलानि	Distrikter i Assam
अरुणाचलप्रदेशस्य मण्डलानि	Distrikter i Arunachal Pradesh
श्रावस्ती	Shravasti
दमोहमण्डलम्	Damoh (distrikt)
कोलारमण्डलम्	Kolar (distrikt)
वेदान्तः	Vedanta
सतनामण्डलम्	Satna (distrikt)
रायगडामण्डलम् (ओड़िशा)	Rayagada (distrikt)
बिहारराज्यस्य मण्डलानि	Distrikter i Bihar
गृहमन्त्रालयः	Innenriksdepartementet (India)
भारतीयवित्तमन्त्रालयः	Finansdepartementet (India)
गुल्बर्गामण्डलम्	Gulbarga (distrikt)
सत्यव्रतशास्त्री	Satyavrat Shastri
अलीराजपुरमण्डलम्	Alirajpur (distrikt)
सिङ्गरौलीमण्डलम्	Singrauli (distrikt)
जम्मूकाश्मीरराज्यस्य मण्डलानि	Distrikter i Jammu og Kashmir
जाती	Muskat
कोचबिहारमण्डलम्	Cooch Behar (distrikt)
चन्दौलीमण्डलम्	Chandauli (distrikt)
तिलः	Sesam
मण्ड्यमण्डलम्	Mandya (distrikt)
वर्गः:महाद्वीपः	Kategori:Kontinenter
पीलीभीतमण्डलम्	Pilibhit (distrikt)
कुलुमण्डलम्	Kullu (distrikt)
सोलन् मण्डलम्	Solan (distrikt)
जामनगरमण्डलम्	Jamnagar (distrikt)
भारतपाकिस्थानयुद्धम्	Indo-pakistanske kriger og konflikter
गुण्टूरुमण्डलम्	Guntur
फलकम्:Solar System	Mal:Solsystem
विकिपीडिया:लेखशीर्षकः	Wikipedia:Navnekonvensjoner
महाराष्ट्रस्य मण्डलानि	Distrikter i Maharashtra
आन्ध्रप्रदेशस्य मण्डलानाम् आवलिः	Distrikter i Andhra Pradesh
विक्रमादित्यः (नौयानम्)	INS «Vikramaditya»
बिलियर्ड्स्-क्रीडा	Biljard
कुवेम्पु	Kuppali Venkatappagowda Puttappa
शिव नैपाल	Shiva Naipaul
मैक्रोनीशिया	Mikronesia
बेनगल् रामरावः	Benegal Rama Rau
मृच्छकटिकम्	Mricchakatika
कैलाश सत्यार्थी	Kailash Satyarthi
सिक्खविरोधिहिंसा	Antisikh-opptøyene i 1984
भारतस्य उपराष्ट्रपतयः	Liste over Indias visepresidenter
भारतीय प्रौद्यौगिकी संस्थानम् गुवहाटी	Indian Institute of Technology Guwahati
लिङ्गनमक्किजलबन्धः	Linganamakki-demningen
फलकम्:Location map India Kerala	Mal:Kartposisjon Kerala
फलकम्:Location map India Punjab	Mal:Kartposisjon Punjab (India)
फलकम्:Location map India West Bengal	Mal:Kartposisjon Vest-Bengal
बिजापुरम्	Bijapur
Chanakya	Katastrofe
वर्गः:देश	Kategori:Land
विकिपीडिया:प्रबंधक	Wikipedia:Administratorer
ईजिप्तदेशः	Egypt
रवीन्द्रप्रभात:	Ravindra Prabhat
गढवाल् हिमालयः	Garhwal Himalaya
फलकम्:Bot	Mal:Bot
केनडा	Canada
वर्गः:निर्वाचित लेख	Kategori:Utmerkede artikler
वर्गः:युरोपखण्डः	Kategori:Europa
फलकम्:Documentation	Mal:Dokumentasjon
वर्गः:Delete	Kategori:Sletting
विकिपीडिया:स्तम्भपञ्चकम्	Wikipedia:Fem søyler
विकिपीडिया:उल्लेख्यता	Wikipedia:Relevanskriterier
विकिपीडिया:प्रयोक्तृ-पेटिकाः	Wikipedia:Brukerbokser
फलकम्:Softredirect	Mal:Softredirect
फलकम्:अपाक्रियताम्	Mal:Hurtigsletting
वर्गः:विकिपीडिया	Kategori:Wikipedia
विकिपीडिया:General disclaimer	Wikipedia:Generelle forbehold
विकिपीडिया:शैलीपुस्तकम्	Wikipedia:Stilmanual
फलकम्:Navbox	Mal:Navboks
कङ्गारू	Kenguruer
मालकानगिरिमण्डलम्	Malkangiri (distrikt)
फलकम्:Citation needed	Mal:Trenger referanse
फलकम्:Error	Mal:Feil
फलकम्:!	Mal:!
फलकम्:Tnavbar	Mal:Tnavbar
फलकम्:Code	Mal:Kode
फलकम्:Clear	Mal:Clear
फलकम्:Col-break	Mal:Col-break
फलकम्:Col-begin	Mal:Col-begin
फलकम्:Col-end	Mal:Col-end
फलकम्:Nowrap	Mal:Nowrap
विकिपीडिया:प्रारम्भिक-विषयाः	Wikipedia:Liste over artikler vi bør ha
फलकम्:Wikisource	Mal:Wikisource
फलकम्:Babel	Mal:Babel
फलकम्:Commons	Mal:Commons
फलकम्:Reflist	Mal:Referanser
फलकम्:अपूर्णलेखः	Mal:Stubb
फलकम्:User az	Mal:Bruker az
फलकम्:See also	Mal:Se også
फलकम्:User da	Mal:Bruker da
फलकम्:User de	Mal:Bruker de
फलकम्:User de-1	Mal:Bruker de-1
फलकम्:User eu	Mal:Bruker eu
फलकम्:User el	Mal:Bruker el
फलकम्:User es	Mal:Bruker es
फलकम्:User en-3	Mal:Bruker en-3
फलकम्:User en-1	Mal:Bruker en-1
फलकम्:User en-2	Mal:Bruker en-2
फलकम्:User en-4	Mal:Bruker en-4
फलकम्:User fi	Mal:Bruker fi
फलकम्:User en	Mal:Bruker en
फलकम्:User fr-1	Mal:Bruker fr-1
फलकम्:User hr	Mal:Bruker hr
फलकम्:User hu	Mal:Bruker hu
फलकम्:User ja	Mal:Bruker ja
फलकम्:User fr	Mal:Bruker fr
फलकम्:Intricate template	Mal:Komplisert mal
फलकम्:Mod	Mal:Mod
फलकम्:NowCommons	Mal:NowCommons
फलकम्:User it	Mal:Bruker it
फलकम्:User uk	Mal:Bruker uk
फलकम्:स्वागतम्	Mal:Reg-velkommen
फलकम्:भ्रातृपरियोजनाः	Mal:Søsterprosjekt
फलकम्:Edit	Mal:Rediger
फलकम्:Cc-by-sa-3.0	Mal:Cc-by-sa-3.0
फलकम्:Wikivar	Mal:Wikivar
फलकम्:Country showdata	Mal:Country showdata
फलकम्:Official	Mal:Offisielt nettsted
फलकम्:अफ्रीकाखण्डः	Mal:Afrikaland
फलकम्:Infobox writer	Mal:Infoboks forfatter
फलकम्:Geographic Location	Mal:Geografisk plassering
फलकम्:Infobox musical artist	Mal:Infoboks musiker
फलकम्:Dubious	Mal:Omstridt
फलकम्:Infobox magazine	Mal:Infoboks forskningstidsskrift
फलकम्:Infobox chess biography	Mal:Infoboks sjakkspiller
फलकम्:देश	Mal:Infoboks land2
फलकम्:Infobox software	Mal:Infoboks programvare
फलकम्:Infobox Airline	Mal:Infoboks flyselskap
फलकम्:Wide image	Mal:Panoramabilde
फलकम्:Str left	Mal:Str left
फलकम्:Audio	Mal:Audio
फलकम्:Infobox Indian political party	Mal:Infoboks parti
फलकम्:S-start	Mal:S-start
फलकम्:Age in years and days	Mal:Tid i år og dager
फलकम्:Facebook	Mal:Facebook
फलकम्:Cleanup	Mal:Opprydning
फलकम्:Infobox scientist	Mal:Infoboks vitenskapsmann
फलकम्:Featured article	Mal:Utmerket
फलकम्:Infobox monarch	Mal:Infoboks monark
फलकम्:Infobox award	Mal:Infoboks pris
वर्गः:User en-2	Kategori:Bruker en-2
फलकम्:Infobox	Mal:Infoboks
फलकम्:User zh	Mal:Bruker zh
फलकम्:Documentation/start box	Mal:Dokumentasjon/start boks
फलकम्:Documentation/end box2	Mal:Dokumentasjon/end boks 2
फलकम्:Documentation/start box2	Mal:Dokumentasjon/start boks 2
फलकम्:Cite web	Mal:Kilde www
वर्गः:जीवचरितम्	Kategori:Biografier
फलकम्:Imdb title	Mal:Imdb tittel
फलकम्:Won	Mal:Vant
फलकम्:Coor URL	Mal:Koor URL
फलकम्:Pp-template	Mal:Beskyttet side
फलकम्:विकिकोशः	Mal:Wiktionary
फलकम्:User wikipedia/RC Patrol	Mal:Bruker patroller
फलकम्:Babel-9	Mal:Babel-9
शतवेधी	Sitrongress
फलकम्:User ru	Mal:Bruker ru
फलकम्:IPA	Mal:IPA
फलकम्:Category redirect	Mal:Kategoriomdirigering
फलकम्:Infobox Officeholder	Mal:Infoboks person med verv
फलकम्:Sisterlinks	Mal:Søsterlenker
फलकम्:Cc-by-sa-2.5	Mal:Cc-by-sa-2.5
फलकम्:Border	Mal:Border
फलकम्:Death date and age	Mal:Dødsdato og alder
फलकम्:Topicon	Mal:Toppikon
फलकम्:Icon	Mal:Ikon
फलकम्:Infobox book	Mal:Infoboks bok
फलकम्:Talkback	Mal:Svar
फलकम्:Infobox planet	Mal:Infoboks planet
फलकम्:ICD10	Mal:ICD10
फलकम्:Infobox विकिपीडिया	Mal:Infoboks nettsted
फलकम्:Infobox Indian jurisdiction	Mal:Infoboks India sted
फलकम्:Navboxes	Mal:Navbokser
फलकम्:Infobox anatomy	Mal:Infoboks anatomi
फलकम्:प्रलेखनस्य उपपृष्ठम्	Mal:Dokumentasjonsunderside
फलकम्:Infobox Galaxy	Mal:Infoboks galakse
फलकम्:Infobox number	Mal:Infoboks tall
फलकम्:Infobox विश्वपरम्परास्थानानि	Mal:Infoboks verdensarven
वर्गः:चित्रकला	Kategori:Malerkunst
फलकम्:Str len	Mal:Str len
फलकम्:Empty category	Mal:Tom kategori
फलकम्:Infobox sportsperson	Mal:Infoboks sportsbiografi
फलकम्:Infobox building	Mal:Infoboks bygning
फलकम्:प्रबोधनं-प्रयोगे-१	Mal:Velkommen-test
फलकम्:Myspace	Mal:MySpace
फलकम्:Infobox artist	Mal:Infoboks kunstner
फलकम्:Infobox album	Mal:Infoboks musikk
वर्गः:छत्तीसगढ़स्य मण्डलानि	Kategori:Distrikter i Chhattisgarh
वर्गः:गुजरातराज्यस्य मण्डलानि	Kategori:Distrikter i Gujarat
फलकम्:Emergency-bot-shutoff	Mal:Emergency-bot-shutoff
फलकम्:IMDb name	Mal:Imdb navn
फलकम्:Di-no source no license	Mal:PD
फलकम्:Infobox former country	Mal:Infoboks tidligere land2
फलकम्:Infobox tennis biography	Mal:Infoboks tennisspiller
फलकम्:Age in days	Mal:Alder i dager
फलकम्:S-bef	Mal:S-bef
फलकम्:Cc-by-sa-2.0	Mal:Cc-by-sa-2.0
वर्गः:भारतस्य राष्ट्रपतयः	Kategori:Indias presidenter
फलकम्:Infobox waterfall	Mal:Infoboks foss
फलकम्:Interwiki conflict	Mal:Interwikiconflict
फलकम्:Gregorian serial date	Mal:Gregorian serial date
उपनिषदः	Upanishadene
फलकम्:PDFlink	Mal:PDFlink
फलकम्:Infobox game	Mal:Infoboks spill
फलकम्:Disambiguation	Mal:Peker
फलकम्:Infobox film	Mal:Infoboks film
फलकम्:Ifsubst	Mal:Ifsubst
फलकम्:Lower	Mal:Senke
फलकम्:Infobox philosopher	Mal:Infoboks filosof
फलकम्:Contains Chinese text	Mal:Inneholder kinesisk
फलकम्:Infobox organization	Mal:Infoboks organisasjon
फलकम्:Fix	Mal:Fix
वर्गः:वास्तुशास्त्रम्	Kategori:Arkitektur
फलकम्:EMedicine2	Mal:EMedicine2
फलकम्:Infobox military installation	Mal:Infoboks militært byggverk
वर्गः:मध्यप्रदेशस्य मण्डलानि	Kategori:Distrikter i Madhya Pradesh
वर्गः:पञ्जाबराज्यस्य मण्डलानि	Kategori:Distrikter i Punjab (India)
फलकम्:Pending	Mal:Pending
फलकम्:व्यक्तिः	Mal:Infoboks biografi
फलकम्:Nts	Mal:Sorterbart tall
वर्गः:केरलराज्यम्	Kategori:Kerala
फलकम्:Coord	Mal:Koord
फलकम्:Dmoz	Mal:Dmoz
वर्गः:User sa	Kategori:Bruker sa
वर्गः:लिपयः	Kategori:Skriftsystem
वर्गः:User en-3	Kategori:Bruker en-3
वर्गः:User en-N	Kategori:Bruker en-N
पोरबन्दर	Porbandar
फलकम्:Legend0	Mal:Legend0
फलकम्:Infobox disease	Mal:Infoboks sykdom
फलकम्:Cite encyclopedia	Mal:Kilde oppslagsverk
फलकम्:Weather box	Mal:Klimatabell
वर्गः:User kn	Kategori:Bruker kn
वर्गः:User kn-1	Kategori:Bruker kn-1
वर्गः:User kn-2	Kategori:Bruker kn-2
वर्गः:User kn-3	Kategori:Bruker kn-3
वर्गः:User kn-N	Kategori:Bruker kn-N
फलकम्:Infobox currency	Mal:Infoboks valuta
फलकम्:Cc-by-sa	Mal:Cc-by-sa-1.0
फलकम्:·w	Mal:·wrap
वर्गः:क्रिकेट्-क्रीडालवः	Kategori:Cricket
व्यजनम्	Ventilator
फलकम्:Dagger	Mal:Dagger
फलकम्:Infobox Government agency	Mal:Infoboks myndighet
फलकम्:Nbsp	Mal:Mellomrom
पाली	Pali (Rajasthan)
फलकम्:Infobox river	Mal:Infoboks elv
फलकम्:Bar percent	Mal:Prosentstolpe
फलकम्:Str find	Mal:Str find
फलकम्:Fr	Mal:Fr icon
फलकम्:Twitter	Mal:Twitter
फलकम्:Coord/dec2dms/dm	Mal:Koord/dec2dms/dm
वर्गः:कनेक्टिकट्	Kategori:Connecticut
फलकम्:Weather box/cold	Mal:Klimatabell/cold
विकिपीडिया:Lua	Wikipedia:Lua
फलकम्:ICD9	Mal:ICD9
फलकम्:Case preserving encode	Mal:Case preserving encode
वर्गः:उत्तराखण्डस्य मण्डलानि	Kategori:Distrikter i Uttarakhand
फलकम्:Wikisourcelang	Mal:Wikisource-språk
वर्गः:नदी	Kategori:Elver
फलकम्:Unbulleted list	Mal:Unbulleted list
वर्गः:भारतस्य प्रधानमन्त्रिणः	Kategori:Indiske statsministre
वर्गः:नेपालदेशः	Kategori:Nepal
वर्गः:श्रीलङ्का	Kategori:Sri Lanka
वर्गः:गोवाराज्यम्	Kategori:Goa
वर्गः:कर्णाटकम्	Kategori:Karnataka
वर्गः:छत्तिसगढराज्यम्	Kategori:Chhattisgarh
वर्गः:गुजरातराज्यम्	Kategori:Gujarat
वर्गः:त्रिपुराराज्यम्	Kategori:Tripura
वर्गः:पञ्जाबराज्यम्	Kategori:Punjab (India)
वर्गः:मध्यप्रदेशः	Kategori:Madhya Pradesh
वर्गः:मिजोरामराज्यम्	Kategori:Mizoram
वर्गः:राजस्थानराज्यम्	Kategori:Rajasthan
वर्गः:हरियाणा	Kategori:Haryana
वर्गः:उत्तरप्रदेशराज्यम्	Kategori:Uttar Pradesh
वर्गः:मेघालयराज्यम्	Kategori:Meghalaya
वर्गः:ओड़िशा	Kategori:Orissa
काल्काशिम्लाधूमशकटयानम्	Kalka-Shimla Railway
वर्गः:दक्षिण-अमेरिकादेशाः	Kategori:Land i Sør-Amerika
वर्गः:उत्तर-अमेरिकाखण्डः	Kategori:Sentral-Amerika
वर्गः:भारतस्य नगराणि	Kategori:Byer i India
फलकम्:Infobox language	Mal:Infoboks språk
वर्गः:आन्ध्रप्रदेशस्य प्रमुखनगराणि	Kategori:Byer i Andhra Pradesh
वर्गः:जम्मू-काश्मीरराज्यम्	Kategori:Jammu og Kashmir
वर्गः:महाराष्ट्रराज्यम्	Kategori:Maharashtra
वर्गः:अरुणाचलप्रदेशः	Kategori:Arunachal Pradesh
वर्गः:हिमाचलप्रदेशः	Kategori:Himachal Pradesh
वर्गः:आन्ध्रप्रदेशराज्यम्	Kategori:Andhra Pradesh
वर्गः:असमराज्यम्	Kategori:Assam
गृञ्जनकम्	Gulrot
वर्गः:इटली देशस्य नगराणि	Kategori:Byer i Italia
वर्गः:पुराणानि	Kategori:Puranaene
वर्गः:नागालैंड मण्डलाः	Kategori:Distrikter i Nagaland
वर्गः:मिजोरामराज्यस्य मण्डलानि	Kategori:Distrikter i Mizoram
फलकम्:Mojo title	Mal:Mojo-tittel
फलकम्:Height	Mal:Høyde
वायुः	Luft
वर्गः:देहल्याः मण्डलानि	Kategori:Distrikter i Delhi
सत्य नाडेला	Satya Nadella
वर्गः:भारतस्य राज्यानि	Kategori:Indias delstater og territorier
वर्गः:महाभारतम्	Kategori:Mahabharata
फलकम्:Infobox color	Mal:Infoboks farge
वर्गः:एशियाखण्डस्य राष्ट्राणि	Kategori:Land i Asia
फलकम्:UF-hcard-geo	Mal:UF-hcard-geo
फलकम्:OMIM2	Mal:OMIM2
वर्गः:उत्तराखण्डराज्यम्	Kategori:Uttarakhand
वर्गः:बिहारराज्यम्	Kategori:Bihar
वर्गः:उत्तर-अमेरिकाखण्डस्य देशाः	Kategori:Land i Sentral-Amerika
फलकम्:Multicol	Mal:Kolonner
वर्गः:हिमाचलप्रदेशस्य प्रमुखनगराणि	Kategori:Byer i Himachal Pradesh
वर्गः:आन्ध्रप्रदेशस्य मण्डलानि	Kategori:Distrikter i Andhra Pradesh
वर्गः:अरुणाचलप्रदेशस्य मण्डलानि	Kategori:Distrikter i Arunachal Pradesh
वर्गः:बिहारराज्यस्य मण्डलानि	Kategori:Distrikter i Bihar
वर्गः:गोवाराज्यस्य मण्डलानि	Kategori:Distrikter i Goa
वर्गः:हिमाचलप्रदेशस्य मण्डलानि	Kategori:Distrikter i Himachal Pradesh
वर्गः:भारतस्य मण्डलानि	Kategori:Distrikter i India
वर्गः:जम्मूकाश्मीरराज्यस्य मण्डलानि	Kategori:Distrikter i Jammu og Kashmir
वर्गः:कर्णाटकस्य मण्डलानि	Kategori:Distrikter i Karnataka
वर्गः:केरलाराज्यस्य मण्डलानि	Kategori:Distrikter i Kerala
वर्गः:महाराष्ट्रराज्यस्य मण्डलानि	Kategori:Distrikter i Maharashtra
वर्गः:मणिपुर मण्डलाः	Kategori:Distrikter i Manipur
वर्गः:मेघालयराज्यस्य मण्डलानि	Kategori:Distrikter i Meghalaya
वर्गः:ओरिसाराज्यस्य मण्डलानि	Kategori:Distrikter i Orissa
वर्गः:राजस्थानस्य मण्डलानि	Kategori:Distrikter i Rajasthan
वर्गः:तमिळनाडुराज्यस्य मण्डलानि	Kategori:Distrikter i Tamil Nadu
वर्गः:उत्तरप्रदेशस्य मण्डलानि	Kategori:Distrikter i Uttar Pradesh
वर्गः:भारतीयपुरस्काराः	Kategori:Indiske utmerkelser
वर्गः:भारतीयक्रिकेट्-क्रीडापटवः	Kategori:Indiske cricketspillere
वर्गः:रामायणम्	Kategori:Ramayana
वर्गः:संस्कृतभाषा	Kategori:Sanskrit
वर्गः:तेलङ्गाणाराज्यम्	Kategori:Telangana
फलकम्:Infobox economist	Mal:Infobox economist
वर्गः:उपनिषदः	Kategori:Upanishadene
वर्गः:उर्दुलेखकाः	Kategori:Urduspråklige forfattere
वर्गः:गुजरातराज्यस्य प्रमुखनगराणि	Kategori:Byer i Gujarat
वर्गः:जम्मूकाश्मीरराज्यस्य प्रमुखनगराणि	Kategori:Byer i Jammu og Kashmir
वर्गः:मिजोरामराज्यस्य नगराणि	Kategori:Byer i Mizoram
वर्गः:User en-1	Kategori:Bruker en-1
फलकम्:Marriage	Mal:Ekteskap
फलकम्:Storm colour	Mal:Storm colour
फलकम्:Foundation date	Mal:Startdato
विकिपीडिया:सर्वाङ्गपूर्णः लेखः	Wikipedia:Artikkelutvikling
